county name,state,county_population_increased_2015_2016,year,female_total_population,female_age_under_5_pct,female_age_5_to_9_pct,female_age_10_to_14_pct,female_age_15_to_19_pct,female_age_20_to_24_pct,female_age_25_to_29_pct,female_age_30_to_34_pct,female_age_35_to_39_pct,female_age_40_to_44_pct,female_age_45_to_49_pct,female_age_50_to_54_pct,female_age_55_to_59_pct,female_age_60_to_64_pct,female_age_65_to_69_pct,female_age_70_to_74_pct,female_age_75_to_79_pct,female_age_80_to_84_pct,female_age_85_and_over_pct,male_total_population,male_age_under_5_pct,male_age_5_to_9_pct,male_age_10_to_14_pct,male_age_15_to_19_pct,male_age_20_to_24_pct,male_age_25_to_29_pct,male_age_30_to_34_pct,male_age_35_to_39_pct,male_age_40_to_44_pct,male_age_45_to_49_pct,male_age_50_to_54_pct,male_age_55_to_59_pct,male_age_60_to_64_pct,male_age_65_to_69_pct,male_age_70_to_74_pct,male_age_75_to_79_pct,male_age_80_to_84_pct,male_age_85_and_over_pct
Jefferson County,Ohio,FALSE,2014,34399,4,4.6,5.1,6.2,7,4.9,4.9,4.1,6.8,6.9,7.9,9.1,6.4,5.8,5.1,3.3,4.1,3.8,33295,6.1,4.5,5.7,8.3,6.2,5.7,5.6,4.9,6.3,6.4,7.1,8.4,7.8,6,3.8,3,2,2.2
Lake County,Ohio,FALSE,2014,117782,4.6,5.4,6,6.2,5.9,5.3,5.1,4.4,6.9,6.7,8.7,8.8,6.1,6.5,4.2,3.7,2.7,2.9,111448,5.1,5.4,7.3,6,6.1,5.5,6.7,5.1,6.8,7.1,8,8.4,6.7,5.1,4.4,2.8,1.6,1.8
Licking County,Ohio,TRUE,2014,86420,5.3,7.2,5.8,6.8,5.9,5.4,5.9,5,7.9,7,7.5,7.2,6.4,5.8,3.7,2.5,2.4,2.4,82970,6.2,7.9,6.5,7,6.6,5.2,6.2,5.8,6.7,6.9,7.8,7.5,5.9,5.1,3.7,2.1,1.6,1.3
Lorain County,Ohio,TRUE,2014,154037,5.2,6.6,5.8,6.9,5.7,5,5.3,5.9,7,6.7,7.7,7.7,6.5,5,4.8,2.6,2,3.6,150179,6,6.3,7.3,6.9,6.6,5.5,5.8,6.2,6.4,7.2,7.5,7.6,6.3,5.3,3.6,2.5,1.6,1.3
Lucas County,Ohio,FALSE,2014,223921,6,6.1,6.2,6.4,6.9,7.2,6.1,5.3,6.6,6.2,7.3,7.4,6.2,5,3.2,2.7,1.8,3.5,211365,6.7,7,6.8,7,7.4,7.4,6.4,5.4,7,6,6.8,6.8,6.7,4.9,3,2.2,1.5,1.2
Mahoning County,Ohio,FALSE,2014,120125,5,4.7,6.1,6,6.1,5.3,5.3,4.8,6.1,5.9,7.6,8.3,7.2,5.6,4.7,3.9,2.8,4.6,113079,5.2,6.4,5.7,6.6,6.8,6.2,5.8,5.7,6,6.5,7.2,8.3,7.1,5.3,4.1,2.6,1.7,2.8
Marion County,Ohio,FALSE,2014,30613,5.5,5.7,6.4,6.7,5.6,5.7,5.5,6.2,5.3,6.1,7.3,8.1,5.7,6.9,4.1,3.4,2.3,3.5,35107,5.7,6.5,4,5.6,6.9,8.1,7.1,5.5,8.2,6.8,8.7,8.2,5.2,4.9,3,2.4,1.9,1.5
Medina County,Ohio,TRUE,2014,89593,5.2,5.5,7.5,6.6,4.8,4.8,6.2,6.6,6.9,7.5,8.1,7.1,6.8,5.1,4.2,3,1.4,2.6,86436,5.5,7.1,6.9,7.5,5.5,4.7,5.4,7,6.3,7.7,8,7.7,6.1,5,4,2.6,1.3,1.4
Miami County,Ohio,TRUE,2014,52463,6.1,6.3,5.7,5.9,5.4,6.1,5.8,4.6,7.1,6.2,7.6,7.7,6.6,5.8,4.8,3.3,2.8,2.4,51437,7,6.1,7.3,7.2,5.4,5.4,5.9,6.2,6.7,6.5,7.6,6.5,7,5,4.3,3.6,1.4,0.9
Montgomery County,Ohio,FALSE,2014,276278,5.8,5.4,6.3,5.9,6.9,6.4,6.3,5.2,6.1,6.3,7.1,7.3,6.3,5.6,3.9,3.6,3,2.5,256838,6.5,6.4,6.9,6.8,7.1,6.8,6.4,5.3,6.3,6.4,7.4,6.8,6.3,4.8,3.6,2.8,1.9,1.5
Muskingum County,Ohio,FALSE,2014,43963,5.7,6.1,5.7,6.3,6.4,6.3,5.6,5.8,5.9,6.5,7.2,8.4,5.8,5.8,3.6,3.2,2.6,3,41855,7,6.7,6.4,7.8,7.1,5.9,6,3.8,7.4,6.7,6.8,6.4,7.3,5.8,3,2,2.3,1.7
Portage County,Ohio,FALSE,2014,82312,4,4.7,5.5,8.7,11.7,6,5.8,5.6,5.1,6.2,7.4,6.3,7.4,4.4,4.3,2.3,2,2.6,79570,4.5,5.1,7,8.4,12.1,5.9,5.3,4.8,6.1,6.1,7.4,7,6.3,3.7,4.7,2.3,1.8,1.5
Richland County,Ohio,FALSE,2014,59549,5.1,6.1,6.7,5.4,5.4,5.4,5.5,5.2,6.5,6.2,7.1,6.6,7.8,6.3,4.7,4.2,3.1,2.7,62393,5.3,7.2,5.9,6.7,6.6,6.9,6,7.5,5.9,6.5,7.1,7.6,5.7,5.5,3.4,3.2,1.4,1.7
Ross County,Ohio,FALSE,2014,36475,5.1,5.8,6,6.7,6.5,5.5,5.7,6.1,6.6,6.6,7.7,6.1,8.2,4.4,5.1,3.3,3.2,1.4,40684,5.5,7.1,5.3,6.6,7.4,6.7,5.9,7.1,6.9,7.4,8,7.7,6.1,3.5,4,2.9,1,1
Scioto County,Ohio,FALSE,2014,39078,5.6,4.3,7.8,6.4,5.8,6,5.8,6.9,5.7,6.1,7.3,6.4,7.3,6.1,3.5,3.2,2.4,3.4,38180,5.5,4.8,8.2,6.1,7.7,7.7,6.7,5.6,6.7,6.5,6.8,7.6,5.7,4.7,3.8,2.8,2.1,0.9
Stark County,Ohio,FALSE,2014,193957,5.2,5.7,6.1,6.1,6.5,5.6,5.6,5.3,6.2,6.6,7.1,7.3,7.2,5.7,4.3,3.9,2.3,3.1,181779,5.7,6.3,6.7,7.2,6.6,5.6,6,5.6,6.2,6.5,7.4,7.5,7,5.4,4,2.9,1.7,1.7
Summit County,Ohio,FALSE,2014,280010,5.5,5.8,5.5,6.2,6.2,6.4,6,5.2,6.8,6.7,7.5,8.1,6.1,5.6,3.7,3.1,2,3.5,261933,6,6,6.7,7,6.9,6.6,6.2,5.9,6.3,6.8,7.5,7.3,6.9,5.4,3,2.5,1.9,1.5
Trumbull County,Ohio,FALSE,2014,105486,5.2,4.8,6.3,6,5.9,5,5.3,4.4,6.7,6.8,7.1,8.2,7.3,5.5,5.4,3.1,2.8,4.1,99689,5.4,6.5,5.8,6.3,6,6.4,5.3,5.4,6.3,6.8,7.2,8.8,6.2,5.2,5.2,2.7,2.4,2
Tuscarawas County,Ohio,FALSE,2014,47041,5,5.9,6.5,6,5.4,5.6,6,5.4,6,6.2,7.1,8.6,5.8,5.8,4.4,4,2.6,3.6,45747,5.9,8,6,6.7,5.7,6.7,5.8,7,4.9,6.2,7.4,6.7,7.4,3.5,5.6,2.7,1.5,2.3
Warren County,Ohio,TRUE,2014,110377,6,6.1,8.7,6.5,4.7,5.1,6.2,5.5,8.4,7.6,8.4,6,6.3,5,3,2.8,2.1,1.5,111282,6.5,7.3,7.8,7.2,5.5,5.8,5.6,6.6,8.4,7.3,8.3,6.3,5.8,5.5,1.7,2.6,1.1,0.7
Wayne County,Ohio,TRUE,2014,58338,6.1,6.8,6.2,7.2,6.8,5.9,5.3,6.1,6,6.1,6.8,7.5,5.8,5.2,4,3.6,2.1,2.7,57199,6.8,7.4,7.3,7.1,7.5,5.9,6.2,4.3,6.7,5.9,7,7.1,6.3,4.8,3.7,2.1,2.1,1.6
Wood County,Ohio,TRUE,2014,66100,5.3,5.1,5.8,9.7,12.4,6.1,5.3,4.3,6.1,5.7,6.2,6.9,5.9,4.8,3.2,2.6,2.5,2.1,63490,5.7,6,6.3,8.2,13.4,6.5,5.8,5.2,6.3,5.7,6.4,5.8,6.2,4.2,3.3,1.8,1.6,1.6
Canadian County,Oklahoma,TRUE,2014,66247,6.7,7.8,6.9,6.7,6.6,6.3,7.9,6.9,6.4,5.6,6.7,6.5,5.2,4.9,3,1.7,2.2,1.9,63335,7,8.3,6.5,7.1,6.2,7.3,7,7.2,7,7.4,7.3,6,5.2,4.1,2.5,1.7,1,1.1
Cleveland County,Oklahoma,TRUE,2014,135864,5.8,6,6.5,7.8,10.1,7.4,7.3,6.2,6.3,5.4,6.5,6,5.6,4.9,2.7,2.3,1.9,1.4,134044,6,6.7,6.4,7.7,11.3,7.7,7.6,6.1,6.6,5.8,6.8,5.4,5.3,4,2.8,1.9,1.1,0.9
Comanche County,Oklahoma,FALSE,2014,59887,7.5,8.4,5.2,8.5,7.2,7.4,8.2,6.4,5.5,5.8,6.1,6.4,4.8,3.6,3.1,1.9,2.4,1.5,65146,7.7,6.9,6,10.6,9.7,7.9,7.7,6.8,7.2,4.3,6,5,4.6,2.8,2.8,2.3,1.1,0.5
Creek County,Oklahoma,TRUE,2014,35895,6.2,4.9,7.5,7,5.7,5.2,5.2,4.6,7.9,6.1,7.4,7.1,7,4.9,5.5,3.9,2.4,1.6,34737,6.1,7,7.4,6.9,7,5,5.9,5.6,6.6,6.5,7.4,7,6.4,5.7,3.7,3,1.7,1.2
Muskogee County,Oklahoma,FALSE,2014,35350,5.8,6.1,6.6,6.8,5.2,6.7,7.2,5.7,6.5,5.6,6.5,7.2,6.2,5.8,4,2.2,3.2,2.6,34616,7.4,7.5,7.3,8.5,5.6,6.5,6.1,5.3,7,5.6,7.1,6.7,5.4,4.9,3.5,1.5,1.9,2.2
Oklahoma County,Oklahoma,TRUE,2014,391342,7.5,7.3,6.1,5.9,7.2,8,7.5,5.9,6.5,5.7,6.6,6.6,5.4,4.4,3.2,2.5,1.9,2.1,374873,8.2,7.5,7.1,6.4,7.4,8.2,7.9,6.9,5.8,5.7,6.5,6.6,4.9,4,2.7,2,1.2,1
Payne County,Oklahoma,TRUE,2014,39444,6.7,5.1,4.6,9.9,20.1,6.2,5.5,6,3.9,4.1,5.1,4.7,5.4,3,4.2,1.9,0.9,2.7,40820,5.8,4.9,5.6,10.2,19.7,8.1,8.5,6.7,3.7,4,5.2,4.7,3.8,3.4,1.9,2.2,1.2,0.6
Pottawatomie County,Oklahoma,TRUE,2014,37781,6.4,6.4,6.5,6.6,7.5,6.2,6.8,6,6.4,5.9,6.8,5.6,6.4,5.8,3.6,2.9,2,2.4,34030,6.8,7,7.7,7.7,6.8,6.1,5.8,5.3,7.4,5.6,7.1,6.1,6.1,4.6,4.1,2.2,2.1,1.4
Rogers County,Oklahoma,TRUE,2014,45174,5.5,7.2,6.3,6.9,6.4,5.5,6.1,5.4,6.8,7,7.5,6.5,6.5,5.5,3.9,3,2,1.9,44641,5.8,7.1,7.5,7.7,6.8,5.6,6,5.8,6.4,6.5,7.5,7.4,5.2,5.3,3.5,2.8,1.6,1.4
Tulsa County,Oklahoma,TRUE,2014,322960,7.1,6.9,6.5,6.1,6.8,7.3,7.2,6.1,6.5,6,6.6,6.4,5.8,4.7,3.2,2.4,2.2,2.3,306638,7.7,7.8,7.1,6.7,7,7.4,7.4,6.6,6.4,6.2,6.6,6.2,5.6,4.2,2.7,1.8,1.4,1.2
Wagoner County,Oklahoma,TRUE,2014,38104,5.9,7.9,6.3,6,5.6,5.8,7.2,6.4,6.8,6.3,6.6,7.9,5.6,6.1,3.7,1.8,2.3,1.8,37598,6.6,7.6,7.2,7.2,5.8,5.2,6.1,7.7,6.5,6.7,6.9,6.6,6,5.9,3.4,2.5,1.1,1
Benton County,Oregon,TRUE,2014,42362,4,5.4,4.7,9.3,15.3,6.5,6,5,5,5,5.6,6.9,6.2,4.7,3.5,1.7,1.8,3.5,43954,4.1,4.8,4.5,10.7,18.2,7.3,5.4,4.3,5.2,4.5,5.2,6.2,6.1,3.8,4.5,1.5,2.1,1.6
Clackamas County,Oregon,TRUE,2014,199707,5.2,5.3,6.5,6,5.8,5.5,5.9,5.9,6.9,6.9,7.4,7.8,7.1,6.1,4.1,3.2,1.8,2.6,195265,5.5,6.2,7.4,7.3,5.7,6.2,6,6.1,6.6,6.5,7.4,7.6,6.9,5.6,3.6,2.4,1.7,1.3
Deschutes County,Oregon,TRUE,2014,86294,5.3,3.8,7.9,4.6,5.4,6.3,6.6,4.8,8,6,7.1,7.3,8.5,5.6,5.4,2.8,1.9,2.9,84094,5.1,7.2,6.3,5.8,5,6.4,6.1,6.2,7.4,5.8,6.5,8.2,7,6.4,4.7,3.2,1.3,1.5
Douglas County,Oregon,TRUE,2014,54090,4.7,5.1,5.5,5.3,5.1,5.2,5.7,4.8,5,5.4,7.3,7,9.5,6.8,6.3,3.8,3.5,3.8,52882,4.6,4.8,5.4,7.4,5.5,5.2,4.7,5.5,4.7,6.7,6.5,7.5,8.9,7.9,5.4,4.7,1.7,3.1
Jackson County,Oregon,TRUE,2014,107463,5.4,5.5,5.7,5.6,6.4,5.8,5.7,4.6,6.9,5.6,6.5,7.1,8.1,6.4,5.4,3.5,2.7,3.1,102824,5.8,6,6.5,6.7,5.6,6.2,6.1,4.3,6.9,6,6.5,5.6,8.7,5.7,6,2.8,2,2.5
Josephine County,Oregon,TRUE,2014,43325,4.8,5,5.2,5,5.3,5,5,4.7,5.3,5.8,6.5,8.1,8.5,10.2,4.6,5.1,3,2.9,40274,4.9,4.4,6.5,5.7,7,4.4,5.3,3.3,6.3,5.8,6.3,6.2,10.3,9,5.4,5.5,1.7,2.1
Klamath County,Oregon,TRUE,2014,32844,5.5,6.6,6.3,5,5.4,6.5,6.1,5.9,5.1,5.5,6.4,6.8,9.4,5.3,6.1,2.5,1.8,3.6,32611,5.4,7,6,6.7,6.7,5.6,3.8,5.1,7.9,5.7,6.8,8,6.9,5.7,5.7,3.1,1.4,2.4
Lane County,Oregon,TRUE,2014,182948,4.5,5.1,5.8,6.3,9.4,6.1,6,5.3,5.7,6,6.5,7.5,7.2,6.1,4.4,2.5,2.4,3.2,175389,5.2,5.8,5.4,7,9.8,6.4,6.4,5.8,6.3,5.8,6.4,6.9,6.7,5.9,4.1,2.8,1.7,1.7
Linn County,Oregon,TRUE,2014,60046,5.5,5.6,6.6,5.8,5.2,5.8,7.5,6.5,5.9,6.1,6.9,7.6,6.4,4.5,6.1,2.3,2.6,3,59310,6.6,6.8,7,6.5,5.8,5.9,6,5.1,6.4,6.6,7.1,6.9,7.1,5.2,4.9,2.6,2.1,1.3
Marion County,Oregon,TRUE,2014,164164,6.4,8.1,6.2,6.7,6.6,6.6,6.3,5.7,6.2,5.7,6.6,5.8,6.7,5.3,4,2.4,2.2,2.3,161946,7.1,8.3,6.3,7.2,7.4,6.8,6.9,6.2,6.9,5.8,6.5,6,6,4.4,3.2,2.5,1.2,1.4
Multnomah County,Oregon,TRUE,2014,392228,5.7,5.8,4.7,5.1,6.3,9.1,9.4,8.1,7.4,6.3,6.2,6.3,6.2,4.5,3,2,1.6,2.2,384484,6.1,5.5,5.8,5.2,6.5,8.8,9.4,9,7.8,6.8,6.4,6.1,6,4.4,2.4,1.5,0.9,1.3
Polk County,Oregon,TRUE,2014,40640,5.9,6.8,5.3,10,9.1,4.1,5.4,5.5,5.5,5.6,6.1,7.2,5.8,5,5.1,2,2.4,3.4,37276,5.2,7,7.1,7.9,10.3,5.7,6.7,5.7,4.8,4.9,5.7,5.1,6.7,5.7,4.8,2.4,2.6,1.6
Umatilla County,Oregon,FALSE,2014,37256,8.8,7.2,7.8,5.6,7.4,5.1,5.6,5.5,6.4,5.3,6.8,6.9,5.2,4,4.8,3,2.4,2.2,39449,5.8,8.7,5.9,7.7,6.4,8,6.4,8.2,7.8,5.3,5.2,5.2,5.8,5,2.6,2.7,1.9,1.6
Washington County,Oregon,TRUE,2014,285930,6.4,6.6,6.6,6,6,7,7.7,7.7,7.3,6.8,6.6,6.3,5.7,4.8,2.8,2.1,1.4,2.2,277068,6.8,6.8,7.6,6.4,6.1,7.4,8,8.1,7.3,7.1,6.6,6.2,5.3,4.1,2.5,1.3,1.1,1.3
Yamhill County,Oregon,TRUE,2014,51428,5.2,6.2,7.3,8.4,6.6,5.7,6,6.7,4.9,6.5,6.7,6.4,6.4,6.2,3.3,1.5,2.8,3.4,50330,6,5.4,7.9,7.3,7.2,5.7,6.3,5.9,7.1,7.5,6.7,8.1,5.4,5,3,2.7,1.8,0.9
Adams County,Pennsylvania,FALSE,2014,51416,4.5,4.9,6.4,6.3,6.8,5.2,5.4,5.7,6,7.4,7.8,7.1,7.4,6.6,3.8,4,2.8,2,50298,5.1,6.9,5.8,7,7,5.3,5.1,5.8,5.4,7.9,7.9,7.8,6.4,5.3,4.3,3.2,2.2,1.7
Allegheny County,Pennsylvania,FALSE,2014,637859,5,4.5,5.4,5.8,6.3,7.7,6.5,5.2,5.8,6.2,7.3,7.8,6.9,5.6,4,3.4,2.9,3.9,593396,5.6,5.4,5.7,6.3,6.9,8.4,7.3,5.9,6,6.3,7.2,7.7,6.7,5,3.3,2.4,2.2,2
Armstrong County,Pennsylvania,FALSE,2014,34099,4.8,4.9,5.7,5.1,5.5,4.7,5.3,7,4.6,6.9,7.7,8.5,6.9,7.1,4.3,3.4,2.9,4.8,33686,5.3,5,6.2,6.3,5.6,5.5,5.2,6.1,5.5,7,8.3,8.8,7.3,5.8,4.7,3.4,1.5,2.5
Beaver County,Pennsylvania,FALSE,2014,87117,4.8,6.1,4.6,4.6,5.1,5.6,6.1,5.3,5.5,6.2,8.4,8.6,6.9,6.1,4.6,3.8,3.8,3.9,82275,5.3,5.5,6.3,6,6.7,5.7,5.8,6,5.2,6.4,8.4,8.4,7.1,5.6,4.2,3.1,2.4,1.8
Berks County,Pennsylvania,FALSE,2014,210356,5.8,6,6.3,6.8,6.5,6.1,5.7,5.2,6.5,7.3,7.2,6.4,6.5,5.2,3.7,3.2,2.6,2.9,203335,5.9,5.9,7.5,7.6,7.1,6.2,5.8,5.6,6.4,6.9,7.7,6.8,6.2,4.6,3.8,2.4,2.1,1.5
Blair County,Pennsylvania,FALSE,2014,64140,4.8,5.9,5.7,5.6,5.7,5.4,5.4,6.6,5.3,6.3,6.9,8.2,6.5,5.9,4.7,3.2,3.4,4.5,61815,5.3,6,6.6,5.9,7,5.9,5.7,5.4,6.5,6.4,7.1,7.9,7.8,5.7,3.9,2.9,2,2
Bucks County,Pennsylvania,FALSE,2014,319628,4.7,5.8,5.9,6.3,5.4,5.2,5.5,5.1,6.7,7.6,8.6,8,6.8,5.5,4.1,3.3,2.5,3,307057,5.1,6.3,6.6,6.9,5.9,5.5,5.5,5.8,6.4,7.3,8.7,8.7,6.5,5.5,3.3,2.6,1.8,1.7
Butler County,Pennsylvania,TRUE,2014,94580,4.8,4.2,7.3,7.3,5.4,5.5,5,5.2,6.9,7.4,8,8.5,6,5.3,4,3.1,2.8,3.3,91363,5,5.9,6.4,7.2,6.3,5.8,5.6,5.8,6.4,7.8,7.9,7.8,7.1,5.4,3.6,2.6,1.8,1.7
Cambria County,Pennsylvania,FALSE,2014,70144,4.7,5.8,5.2,5.7,6,4.8,5.3,5.2,5.5,6,7,8.3,7.4,6.2,4.8,3.9,3.4,4.8,67588,5.2,5.7,5.6,6.3,6.7,5.5,4.9,5.1,7.1,6.5,7.6,8.6,7.6,6.4,3.8,2.8,2.4,2.3
Carbon County,Pennsylvania,FALSE,2014,32243,5.6,4,6.7,4.5,4.8,6.1,5,4.3,7.2,7.4,7.4,9.5,6,7.4,4.1,4,3.6,2.4,32198,4.3,8.3,6.1,5.5,5,5.6,5.2,5.1,6.9,7,7.7,8.6,6.7,6.7,4.3,3,3,1
Centre County,Pennsylvania,TRUE,2014,76628,4.3,5,4.3,10.6,16.1,7.2,5.5,4.1,5.4,5.9,6.4,5.5,5.5,4.2,3.2,2.8,1.7,2.3,82114,4.6,3.2,4.7,12.9,16.9,8.6,6.1,4.7,5.2,5.3,6.3,5.6,5,4,2.5,2.5,1.2,0.8
Chester County,Pennsylvania,TRUE,2014,260204,5.5,6.4,6.7,6.6,6.1,5.6,5.6,5,7.5,7.4,8,8.2,5.6,4.6,4,2.4,2.2,2.9,252580,5.9,6.6,7.4,7.2,6.6,5.8,5.8,5.7,7,7.3,8,7.6,6.2,4.8,3.1,2.4,1.3,1.2
Clearfield County,Pennsylvania,FALSE,2014,38699,4.7,5.5,5.7,5.4,5.4,4.9,5,5.3,6.6,6.8,7.7,7,8,6,5,4.1,2.9,4,42492,4.3,3.4,6.9,5.3,6.3,7.1,6.2,6.7,8,7.9,7.9,7.4,6.5,6.1,3.4,3.1,1.7,1.6
Columbia County,Pennsylvania,FALSE,2014,34982,4.1,5.1,4.8,9.2,11.1,4.8,5.3,5.4,4.6,6,7.1,7.7,6.5,5.4,4,3.4,3,2.5,32140,4.6,5.8,5.3,7.9,10.7,6.1,5,5,6.3,6.5,6.8,7.4,7,5.5,3.7,3.1,1.7,1.6
Crawford County,Pennsylvania,FALSE,2014,44245,4.8,4.6,7.1,6.6,6.5,5.3,5.4,5.6,5.9,6.4,7.6,6.1,8.5,6.2,4.7,3.8,2.4,2.4,42930,5.7,7.1,5.9,7.3,6.4,5.4,5.2,4.5,6.7,6.6,7,6.9,8.3,5.3,5.2,3,2.3,1.3
Cumberland County,Pennsylvania,TRUE,2014,124198,5.5,5.1,6.3,6.4,6.6,6.3,5.8,5.6,5.8,6.9,7,7.2,6.5,5.5,4.1,3.4,2.5,3.3,119564,5,5.4,6.3,6.4,7.5,6.8,6.9,5.7,7.3,6.6,7.5,6.5,6.7,4.7,4.3,2.9,1.8,1.5
Dauphin County,Pennsylvania,TRUE,2014,139865,5.9,5.6,6.2,5.5,6.4,6.6,6.4,5.5,6.6,6.5,7.5,7,7.3,5.8,3.1,2.5,2.3,3.1,131588,6.2,7.5,5.8,6.6,6,7.3,6.6,6.6,6.2,6.6,7.4,8.3,6,5,2.9,2.4,1.4,1.5
Delaware County,Pennsylvania,FALSE,2014,292591,5.7,5.6,6.1,6.9,6.6,6.4,6.2,5.8,5.9,6.7,7.4,7.2,6.3,5,3.3,2.7,2.7,3.3,270369,6.3,6,7.1,7.7,7.5,6.7,6.4,6,5.9,6.7,7.3,7,6.4,4.6,2.8,2.2,1.9,1.6
Erie County,Pennsylvania,FALSE,2014,141146,5.6,5.3,6.2,6.9,7.2,6.7,5.8,4.6,6.6,6.3,7,7.9,6.3,5.1,3.9,3.1,2.7,3,137297,5.9,6.1,6.7,7.3,7.8,7,6.3,5.5,5.8,6.4,7.2,7.7,6.2,4.9,3.4,2.5,1.5,1.6
Fayette County,Pennsylvania,FALSE,2014,67966,4.6,5.2,5.6,5.5,5.7,5.1,5.2,5.3,6.2,6.7,7.5,7.8,8.1,6.3,4.4,3.7,3.2,4,66120,5.3,5.7,5.7,5.7,5.8,6.4,5.9,5.8,6.4,6.9,7.7,8.1,7.4,6,4.2,2.6,2.2,2.2
Franklin County,Pennsylvania,TRUE,2014,77961,5.8,5.8,6.5,5.7,6.6,5.6,5.5,5.4,6.7,6,6.8,6.9,6.9,5.6,4.7,3.1,3.5,2.9,74931,6.2,5.6,7.7,7,5.8,5.7,5.7,6.2,6.7,7.4,6.9,6.7,6,6.1,3.6,2.9,1.5,2.3
Indiana County,Pennsylvania,FALSE,2014,43577,4.5,5,5,9.3,10.9,4.4,5.6,4.8,5,5.7,6.9,8.5,5.4,5.6,4,3,3.1,3.4,44129,4.8,5.1,5.7,8.2,12.1,5.6,5.5,6.9,4.6,5.9,6.6,6.7,7.3,5.8,3.2,2.6,2,1.3
Lackawanna County,Pennsylvania,FALSE,2014,110149,5.1,5.4,5.3,6.2,6.4,5.9,5.7,4.9,6.2,6.8,7,6.3,7.2,5.4,5.1,3,3.1,4.9,102570,5.5,6.5,5.4,7.1,6.7,6.4,6,5.2,7,6.4,7.3,7.5,6.8,5.5,4.1,2.7,1.7,2.1
Lancaster County,Pennsylvania,TRUE,2014,272533,6.2,6.4,6.6,6.5,6.4,6.5,6,5.8,5.5,6.3,7,6.5,6.3,5.4,3.5,3.5,2.4,3.1,260787,7,7.4,6.7,7.1,6.6,6.8,6.2,5.4,6.2,6.2,6.9,7.1,5.6,5.2,3.1,2.9,1.9,1.8
Lawrence County,Pennsylvania,FALSE,2014,45470,5.1,5.5,5.1,6,5.8,5,5,4.3,6.1,6.1,8.3,8.7,6.7,6.3,4.1,3.6,3.4,4.8,43301,5.5,5.3,6.5,6.8,6.5,5.2,5.7,4.9,6.4,6.8,7.3,8.8,7.3,4.9,4.7,3.3,2.3,2
Lebanon County,Pennsylvania,TRUE,2014,70230,5.6,6.8,6.6,6,5.9,5.2,5.9,4.8,6.6,6.7,6.5,7.6,6.2,5.5,4.2,3,3.6,3.3,66129,6.6,7.6,5,6.5,6.9,5.5,5.6,5.3,6.9,6.6,7.2,7.2,6.5,6.2,3.3,3.5,2.3,1.3
Lehigh County,Pennsylvania,TRUE,2014,184412,5.8,6.3,5.8,6.8,6.3,6,6.4,5.9,6.1,7.1,7,6.3,6.6,4.9,4,2.9,2.5,3.5,173411,6.1,5.7,7.9,6.6,6.6,6.5,6.7,5.4,7.3,6.9,7.3,6.9,6.1,4.8,3.4,2.5,1.7,1.7
Luzerne County,Pennsylvania,FALSE,2014,161081,4.6,4.6,5.8,6,6.3,5.8,5.8,5.8,5.4,6.6,7.3,7.2,7,5.7,4.7,3.1,3,5.1,157748,5.5,6.2,5.2,6.7,6.9,6.4,6.3,6.2,6.3,6.8,7.5,7.1,6.7,5.3,4.2,3,1.9,1.7
Lycoming County,Pennsylvania,FALSE,2014,58896,5.1,4.4,5.9,6.3,5.9,6.4,5.8,5.1,6.8,6.6,7.4,6.7,8,5.5,4.5,2.8,3.1,3.6,57612,5.4,7.1,6.3,6.9,7.4,6.6,6.3,5.4,5.4,5.9,7.5,6.3,7.9,5.3,3.8,2.1,2.4,1.9
Mercer County,Pennsylvania,FALSE,2014,58628,5.8,5.2,5.1,6.8,6,4.4,5.1,5.3,5.3,6.5,7.1,8.1,7.1,6.3,4.6,4,3.7,3.6,56256,5.2,5.7,5.3,7.9,7,5.1,5.1,5.8,5.2,7.1,7.8,7.8,7.3,5.4,4.5,3.9,1.8,2
Monroe County,Pennsylvania,FALSE,2014,84499,4.1,6,6.1,7.9,7,4.5,5.1,5,7.6,8.1,8.1,7.6,6.5,4.8,4.1,2,2.5,3.1,81815,4.5,6.9,6.1,8.2,8.2,5.4,4.9,5.9,4.9,6.8,9.4,8.2,6.4,5.1,4.3,2.3,1.7,0.8
Montgomery County,Pennsylvania,TRUE,2014,419883,5.3,5.6,6.3,6,5.5,5.9,6.2,5.6,6.7,7,7.8,7.3,6.5,4.7,4.3,3.1,2.6,3.5,396974,5.9,6.2,6.8,6.7,5.8,6.3,6.7,6.2,6.6,7.2,7.7,7.5,6,4.7,3.5,2.3,1.9,1.9
Northampton County,Pennsylvania,TRUE,2014,151996,4.5,4.8,6.6,6.4,6.5,5.4,5.7,5.5,6.9,6.8,7.4,7.3,6.7,5,4.5,3.2,2.4,4.4,148658,5.1,6.5,6.4,7.7,7.2,6.1,5.5,6.1,5.8,6.8,7.9,6.9,6.9,5.4,3.4,2.6,1.9,1.8
Northumberland County,Pennsylvania,FALSE,2014,46359,5,5.6,5.8,4.7,5.1,5.5,5.6,6.1,5,6.2,7.7,8.6,6.4,7.1,4.3,4,3.2,4.2,47585,4.8,4.8,6.5,6.1,6.5,6.9,6.3,4.8,7.1,7.1,7.4,8,6.9,5.8,4,3.5,2.1,1.6
